teid,EquipmentName,equip_name_norm,cim_opeqname_norm,cim_branchname_norm,plannedStartDate,actualStartDate,actualEndDate
439624,LMAJADAS_LMAJADAS_T2,LMAJADASLMAJADAST2,LMAJADAST2,LMAJADAST2,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-19 16:00:00
439623,LMAJADAS_LMAJADAS_T1,LMAJADASLMAJADAST1,LMAJADAST1,LMAJADAST1,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-19 16:00:00
441293,MPT1,MPT1,DEWOLFMPT1,DEWOLFMPT1,2020-06-27 08:00:00,2020-06-27 08:00:00,2020-06-28 12:15:00
440948,MPT2,MPT2,AVIATORMPT2,AVIATORMPT2,2020-06-24 16:01:00,2020-06-24 16:01:00,2020-06-27 09:00:00
441293,MPT1,MPT1,DEWOLFMPT1,DEWOLFMPT1,2020-06-19 12:17:00,2020-06-19 12:17:00,2020-06-19 16:40:00
441293,MPT1,MPT1,DEWOLFMPT1,DEWOLFMPT1,2020-06-17 16:36:00,2020-06-17 16:36:00,2020-06-19 12:16:00
440947,MPT1,MPT1,AVIATORMPT1,AVIATORMPT1,2020-06-16 15:32:00,2020-06-16 15:32:00,2020-06-17 10:30:00
441293,MPT1,MPT1,DEWOLFMPT1,DEWOLFMPT1,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-17 09:45:00
443803,AT2H,AT2H,WINCHESAT2H,WINCHESAT2HH,2020-03-25 11:45:00,2020-03-25 11:45:00,2020-06-16 11:10:00
443804,AT2L,AT2L,WINCHESAT2L,WINCHESAT2LH,2020-03-25 11:45:00,2020-03-25 11:45:00,2020-06-16 11:10:00
438335,MR2H,MR2H,HUTTOMR2H,HUTTOAXFMR2H,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-15 21:00:00
438336,MR2L,MR2L,HUTTOMR2L,HUTTOAXFMR2L,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-15 21:00:00
440947,MPT1,MPT1,AVIATORMPT1,AVIATORMPT1,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-15 17:00:00
440948,MPT2,MPT2,AVIATORMPT2,AVIATORMPT2,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-06-15 17:00:00
436465,1261T2721,1261T2721,261T2721,261T2721,2020-05-08 00:41:00,2020-05-08 00:41:00,2020-05-14 09:58:00
433311,KT1,KT1,WGUKT1,WGUKT1,2020-05-04 16:01:00,2020-05-04 16:01:00,2020-05-15 10:13:00
418118,T1,T1,CRANELLT1,CRANELLT1,2019-11-30 16:01:00,2019-11-30 16:01:00,2020-05-11 15:40:00
438355,MR2L,MR2L,SARRDMR2L,SARRDAXFMR2LH,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-11 10:18:00
438354,MR2H,MR2H,SARRDMR2H,SARRDAXFMR2HH,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-11 10:18:00
408497,1318T3131,1318T3131,318T3131,318T3131,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-08 10:00:00
433311,KT1,KT1,WGUKT1,WGUKT1,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-05-04 16:00:00
444349,1685T6851,1685T6851,685T6851,685T6851,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 20:09:00
436465,1261T2721,1261T2721,261T2721,261T2721,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 21:21:00
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2020-05-06 00:00:00,2020-05-06 00:00:00,
421221,HARALD T1 GSU,HARALDT1GSU,HARALDT1,HARALDT1H,2020-03-03 16:01:00,2020-03-03 16:01:00,2020-05-04 12:38:00
431045,T2,T2,VERAWINDT2,VERAWINDT2,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-05-01 14:40:00
431044,T1,T1,VERAWINDT1,VERAWINDT1,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-05-01 14:40:00
425594,T2,T2,RTS2T2,RTS2T2,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-04-17 09:00:00
425593,T1,T1,RTS2T1,RTS2T1,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-04-17 09:00:00
433561,T2,T2,PROSPEROT2,PROSPEROT2,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-04-16 16:56:00
433560,T1,T1,PROSPEROT1,PROSPEROT1,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-04-16 16:56:00
430558,T1,T1,FWLRSLRT1,FWLRSLRT1,2020-04-10 07:14:00,2020-04-10 07:14:00,2020-04-15 14:00:00
432758,1451T4511,1451T4511,451T7191,451T7191,2020-03-04 16:00:00,2020-03-04 16:00:00,2020-04-15 12:13:00
430558,T1,T1,FWLRSLRT1,FWLRSLRT1,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-04-08 18:00:00
413386,5TR1,5TR1,FOWLRTON5TR1,FOWLRTON5FOWLRTON,2019-11-07 13:01:00,2019-11-07 13:01:00,2020-04-09 11:02:00
413385,7TR1,7TR1,FOWLRTON7TR1,FOWLRTON7TRH,2019-11-07 13:01:00,2019-11-07 13:01:00,2020-04-09 11:02:00
410005,T2PC,T2PC,QUEENSLT2PC,QUEENSLT2PC,2019-09-05 00:00:00,2019-09-05 00:00:00,2020-04-02 20:02:00
443536,1176T1651,1176T1651,176T1651,176T1651,2020-03-25 11:08:00,2020-03-25 11:08:00,2020-03-27 18:00:00
443530,1187T2221,1187T2221,187T2221,187T2221,2020-03-25 11:45:00,2020-03-25 11:45:00,2020-03-25 18:00:00
419026,TR34,TR34,FORMOSATR34,FORMOSATR34,2020-03-02 16:01:00,2020-03-02 16:01:00,2020-03-24 13:08:00
422922,6535_F,6535F,6530B,6530B,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:01:00
425593,T1,T1,RTS2T1,RTS2T1,2020-02-28 16:01:00,2020-02-28 16:01:00,2020-03-13 23:59:00
425594,T2,T2,RTS2T2,RTS2T2,2020-02-28 16:01:00,2020-02-28 16:01:00,2020-03-13 23:59:00
422067,1424T4241,1424T4241,424T4241,424T4241,2020-03-05 16:31:00,2020-03-05 16:31:00,2020-03-12 15:14:00
425593,T1,T1,RTS2T1,RTS2T1,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-28 16:00:00
425594,T2,T2,RTS2T2,RTS2T2,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-28 16:00:00
421221,HARALD T1 GSU,HARALDT1GSU,HARALDT1,HARALDT1H,2020-02-25 11:00:00,2020-02-25 11:00:00,2020-03-03 16:00:00
377188,AT1H,AT1H,DENTSWAT1H,DENTSWAT1H,2020-02-13 00:01:00,2020-02-13 00:01:00,2020-03-07 10:25:00
377189,AT1L,AT1L,DENTSWAT1L,DENTSWAT1L,2020-02-13 00:01:00,2020-02-13 00:01:00,2020-03-07 10:25:00
414766,T1,T1,OBERONT1,OBERONT1,2020-01-06 17:06:00,2020-01-06 17:06:00,2020-03-05 10:00:00
419026,TR34,TR34,FORMOSATR34,FORMOSATR34,2019-11-06 00:00:00,2019-11-06 00:00:00,2020-03-02 16:00:00
408997,A2,A2,SGSAA2,SGSA138692H,2019-09-05 00:00:00,2019-09-05 00:00:00,2020-02-28 17:10:00
432598,1421T4411,1421T4411,421T4411,421T4411,2020-02-28 10:17:00,2020-02-28 10:17:00,2020-02-28 11:23:00
432599,432T4411,432T4411,723T7641,723T764,2020-02-28 10:17:00,2020-02-28 10:17:00,2020-02-28 11:23:00
432598,1421T4411,1421T4411,421T4411,421T4411,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-28 10:15:00
432599,432T4411,432T4411,723T7641,723T764,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-28 10:15:00
419958,AX2H,AX2H,ACSSWAX2H,ACSSWAX2HH,2019-12-04 00:00:00,2019-12-04 00:00:00,2020-02-27 23:59:00
419959,AX2L,AX2L,ACSSWAX2L,ACSSWAX2LH,2019-12-04 00:00:00,2019-12-04 00:00:00,2020-02-27 23:59:00
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2019-12-19 15:01:00,2019-12-19 15:01:00,2020-02-21 18:30:00
422440,AT3,AT3,JCKAT3,JCKAT3H,2020-01-08 00:00:00,2020-01-08 00:00:00,2020-02-19 16:30:00
422439,AT3H,AT3H,JCKAT3H,JCKAT3HH,2020-01-08 00:00:00,2020-01-08 00:00:00,2020-02-19 16:30:00
419027,TR35,TR35,FORMOSATR35,FORMOSATR35,2019-11-06 00:00:00,2019-11-06 00:00:00,2020-02-19 14:08:00
377188,AT1H,AT1H,DENTSWAT1H,DENTSWAT1H,2019-02-13 00:01:00,2019-02-13 00:01:00,2020-02-12 12:00:00
377189,AT1L,AT1L,DENTSWAT1L,DENTSWAT1L,2019-02-13 00:01:00,2019-02-13 00:01:00,2020-02-12 12:00:00
420570,BARROW_BARROW_T2,BARROWBARROWT2,BARROWT2,BARROWT2,2020-01-02 00:00:00,2020-01-02 00:00:00,2020-02-13 11:06:00
420564,BARROW_BARROW_T1,BARROWBARROWT1,BARROWT1,BARROWT1,2020-01-02 00:00:00,2020-01-02 00:00:00,2020-02-13 11:05:00
421221,HARALD T1 GSU,HARALDT1GSU,HARALDT1,HARALDT1H,2020-01-20 20:01:00,2020-01-20 20:01:00,2020-02-11 18:11:00
378166,1544T5441,1544T5441,544T5441,544T5441,2019-05-01 00:00:00,2019-05-01 00:00:00,2020-02-04 11:05:00
424135,T1,T1,RAMBLERT1,RAMBLERT1,2020-01-08 00:00:00,2020-01-08 00:00:00,2020-01-31 16:00:00
421221,HARALD T1 GSU,HARALDT1GSU,HARALDT1,HARALDT1H,2019-10-16 00:00:00,2019-10-16 00:00:00,2020-01-20 20:00:00
424135,T1,T1,RAMBLERT1,RAMBLERT1,2020-02-11 07:00:00,,
414766,T1,T1,OBERONT1,OBERONT1,2019-10-02 00:00:00,2019-10-02 00:00:00,2020-01-06 11:33:00
374837,T1,T1,CARVERT1,CARVERT1H,2019-01-04 00:00:00,2019-01-04 00:00:00,2020-01-03 15:00:00
416406,FMR1,FMR1,BNTSWFMR1,BNTSWAXFMR1,2019-12-04 00:00:00,2019-12-04 00:00:00,2020-01-03 15:57:00
420564,BARROW_BARROW_T1,BARROWBARROWT1,BARROWT1,BARROWT1,2019-12-30 10:50:00,2019-12-30 10:50:00,2020-01-01 23:59:00
420570,BARROW_BARROW_T2,BARROWBARROWT2,BARROWT2,BARROWT2,2019-12-30 10:50:00,2019-12-30 10:50:00,2020-01-01 23:59:00
400155,FMR1,FMR1,HOLDYFMR1,HOLDYAXFMR1,2019-08-14 00:00:00,2019-08-14 00:00:00,2019-12-31 16:01:00
420564,BARROW_BARROW_T1,BARROWBARROWT1,BARROWT1,BARROWT1,2019-12-04 00:00:00,2019-12-04 00:00:00,2019-12-27 14:00:00
420570,BARROW_BARROW_T2,BARROWBARROWT2,BARROWT2,BARROWT2,2019-12-04 00:00:00,2019-12-04 00:00:00,2019-12-27 14:00:00
410002,T1PC,T1PC,QUEENSLT1PC,QUEENSLT1PC,2019-12-06 00:01:00,2019-12-06 00:01:00,2019-12-20 16:05:00
414081,1257T3201,1257T3201,257T3201,257T3201,2019-11-20 00:00:00,2019-11-20 00:00:00,2019-12-20 14:50:00
410002,T1PC,T1PC,QUEENSLT1PC,QUEENSLT1PC,2019-11-27 00:01:00,2019-11-27 00:01:00,2019-12-06 00:00:00
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2019-05-15 12:01:00,2019-05-15 12:01:00,2019-12-19 15:00:00
417454,FMR1,FMR1,RDOSCFMR1,RDOSCAXFMRH,2019-09-18 00:00:00,2019-09-18 00:00:00,2019-12-13 18:00:00
417455,FMR2,FMR2,RDOSCFMR2,RDOSCAXFMRH2,2019-09-18 00:00:00,2019-09-18 00:00:00,2019-12-13 18:00:00
409652,T1,T1,WHWINDT1,WHWINDT1,2019-09-05 00:00:00,2019-09-05 00:00:00,2019-12-12 18:30:00
409653,T2,T2,WHWINDT2,WHWINDT2,2019-09-05 00:00:00,2019-09-05 00:00:00,2019-12-12 18:30:00
405328,6149_F,6149F,6245A,6245A,2019-08-14 00:00:00,2019-08-14 00:00:00,2019-12-12 18:00:00
413952,T1,T1,MESTENOT1,MESTENOT1,2019-11-20 06:48:00,2019-11-20 06:48:00,2019-12-11 13:20:00
407126,MPT1,MPT1,PALMWINDMPT1,PALMWINDMPT1,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-12-03 20:25:00
407373,GSU2,GSU2,CITYVICTGSU2,CITYVICTGSU2,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-12-06 08:05:00
407372,GSU1,GSU1,CITYVICTGSU1,CITYVICTGSU1,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-12-08 15:07:00
408497,1318T3131,1318T3131,318T3131,318T3131,2019-09-18 00:00:00,2019-09-18 00:00:00,2019-12-05 17:35:00
416155,T1,T1,SAGEDRAWT1,SAGEDRAWT1,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-12-04 19:50:00
416156,T2,T2,SAGEDRAWT2,SAGEDRAWT2,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-12-04 19:50:00
418118,T1,T1,CRANELLT1,CRANELLT1,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-11-29 16:00:00
410002,T1PC,T1PC,QUEENSLT1PC,QUEENSLT1PC,2019-10-31 00:01:00,2019-10-31 00:01:00,2019-11-27 00:00:00
412584,KINGTAP_QUEEN1,KINGTAPQUEEN1,KINGSWQUEEN1,KINGSWQUEEN1,2019-09-05 00:01:00,2019-09-05 00:01:00,2019-11-26 11:30:00
404343,1520_H,1520H,1525A,1525A,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-11-26 11:42:00
413952,T1,T1,MESTENOT1,MESTENOT1,2019-11-01 16:01:00,2019-11-01 16:01:00,2019-11-20 06:47:00
411476,T2PC,T2PC,HILONET2PC,HILONET2PC,2019-11-01 00:00:00,2019-11-01 00:00:00,2019-11-12 17:15:00
413952,T1,T1,MESTENOT1,MESTENOT1,2019-10-02 00:00:00,2019-10-02 00:00:00,2019-11-01 16:00:00
413385,7TR1,7TR1,FOWLRTON7TR1,FOWLRTON7TRH,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-11-07 13:00:00
413386,5TR1,5TR1,FOWLRTON5TR1,FOWLRTON5FOWLRTON,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-11-07 13:00:00
419024,TR32,TR32,FORMOSATR32,FORMOSATR32,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-11-06 00:01:00
419023,TR31,TR31,FORMOSATR31,FORMOSATR31,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-11-06 00:01:00
423285,XT1H,XT1H,CVCXT1H,CVCXT1H,2019-11-06 00:00:00,2019-11-06 00:00:00,
413808,6142_H,6142H,5142B,5142B,2019-11-06 00:00:00,2019-11-06 00:00:00,2019-11-06 00:01:00
411476,T2PC,T2PC,HILONET2PC,HILONET2PC,2019-09-05 00:00:00,2019-09-05 00:00:00,2019-10-31 02:00:00
402796,MPT1,MPT1,KARAKAW1MPT1,KARAKAW1MPT1,2019-10-22 05:24:00,2019-10-22 05:24:00,2019-10-26 13:10:00
402797,MPT2,MPT2,KARAKAW1MPT2,KARAKAW1MPT2,2019-10-22 05:24:00,2019-10-22 05:24:00,2019-10-26 13:10:00
422886,UXF6,UXF6,BBPUXF6,BBPUXF6,2019-10-30 00:00:00,2019-10-30 00:00:00,
412919,KT1,KT1,PEYKT1,PEYKT1,2019-09-05 00:00:00,2019-09-05 00:00:00,2019-10-25 16:00:00
402914,MPT3,MPT3,KARAKAW2MPT3,KARAKAW2MPT3,2019-09-09 16:01:00,2019-09-09 16:01:00,2019-10-22 13:00:00
402796,MPT1,MPT1,KARAKAW1MPT1,KARAKAW1MPT1,2019-06-12 00:00:00,2019-06-12 00:00:00,2019-10-21 18:00:00
402797,MPT2,MPT2,KARAKAW1MPT2,KARAKAW1MPT2,2019-06-12 00:00:00,2019-06-12 00:00:00,2019-10-21 18:00:00
383643,AT1,AT1,REFUGIOAT1,REFUGIOAT1HS,2019-04-03 00:01:00,2019-04-03 00:01:00,2019-10-18 18:00:00
373506,138_BLT_FAL1,138BLTFAL1,138BLTFLK1,138BLTFLK1,2018-12-05 00:00:00,2018-12-05 00:00:00,2019-10-03 14:25:00
407489,T1,T1,WPECOST1,WPECOST1,2019-09-04 14:19:00,2019-09-04 14:19:00,2019-09-30 11:46:00
402914,MPT3,MPT3,KARAKAW2MPT3,KARAKAW2MPT3,2019-06-12 12:30:00,2019-06-12 12:30:00,2019-09-09 16:00:00
410002,T1PC,T1PC,QUEENSLT1PC,QUEENSLT1PC,2019-09-05 00:00:00,2019-09-05 00:00:00,
407489,T1,T1,WPECOST1,WPECOST1,2019-08-30 16:01:00,2019-08-30 16:01:00,2019-09-04 14:18:00
407489,T1,T1,WPECOST1,WPECOST1,2019-08-07 00:00:00,2019-08-07 00:00:00,2019-08-30 16:00:00
399343,IHS1 STATCOMM TRF,IHS1STATCOMMTRF,IH20IHS1,IH20IHS1HISIDE,2019-08-06 11:44:00,2019-08-06 11:44:00,2019-08-23 16:04:00
399344,IHS2 STATCOMM TRF,IHS2STATCOMMTRF,IH20IHS2,IH20IHS2HISIDE,2019-08-06 11:44:00,2019-08-06 11:44:00,2019-08-23 16:04:00
382575,RANCHERO_RANCHERO_T1,RANCHERORANCHEROT1,RANCHEROT1,RANCHEROT1,2019-03-29 16:01:00,2019-03-29 16:01:00,2019-08-19 16:10:00
382576,RANCHERO_RANCHERO_T2,RANCHERORANCHEROT2,RANCHEROT2,RANCHEROT2,2019-03-29 16:01:00,2019-03-29 16:01:00,2019-08-19 16:10:00
399343,IHS1 STATCOMM TRF,IHS1STATCOMMTRF,IH20IHS1,IH20IHS1HISIDE,2019-06-26 00:00:00,2019-06-26 00:00:00,2019-08-05 19:00:00
399344,IHS2 STATCOMM TRF,IHS2STATCOMMTRF,IH20IHS2,IH20IHS2HISIDE,2019-06-26 00:00:00,2019-06-26 00:00:00,2019-08-05 19:00:00
398075,MPT,MPT,CNBRKSMPT,CNBRKSMPT,2019-06-05 00:00:00,2019-06-05 00:00:00,2019-07-09 11:32:00
395745,T2,T2,FOARDCTYT2,FOARDCTYT2,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-06-26 10:00:00
395744,T1,T1,FOARDCTYT1,FOARDCTYT1,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-06-26 10:00:00
379056,MR2L,MR2L,MOSSWMR2L,MOSSWAXFMR2LH,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-06-21 17:35:00
379055,MR2H,MR2H,MOSSWMR2H,MOSSWAXFMR2HH,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-06-21 17:35:00
395316,FMR1,FMR1,HDRSCFMR1,HDRSCAXFMRH,2019-05-15 00:00:00,2019-05-15 00:00:00,2019-06-14 17:10:00
395321,FMR2,FMR2,HDRSCFMR2,HDRSCAXFMRH2,2019-05-15 00:00:00,2019-05-15 00:00:00,2019-06-14 17:10:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2019-06-11 11:19:00,2019-06-11 11:19:00,2019-06-14 10:54:00
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2019-06-11 11:20:00,2019-06-11 11:20:00,2019-06-14 10:55:00
402914,MPT3,MPT3,KARAKAW2MPT3,KARAKAW2MPT3,2019-06-12 00:00:00,2019-06-12 00:00:00,2019-06-12 12:29:00
408413,6511_F,6511F,6590A,6590A,2019-06-12 00:00:00,2019-06-12 00:00:00,2019-06-12 00:01:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2019-06-08 09:02:00,2019-06-08 09:02:00,2019-06-11 11:17:00
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2019-06-08 09:02:00,2019-06-08 09:02:00,2019-06-11 11:17:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2019-05-29 12:28:00,2019-05-29 12:28:00,2019-06-08 09:01:00
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2019-05-29 12:28:00,2019-05-29 12:28:00,2019-06-08 09:01:00
353596,QN-WS_RCWS,QNWSRCWS,MGQNRCQN,MGQNRC,2018-06-01 00:01:00,2018-06-01 00:01:00,2019-05-31 17:00:00
379937,AT1T,AT1T,ALTAIRAT2T,ALTAIRAT2TH,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-05-30 12:00:00
379936,AT1T,AT1T,ALTAIRAT1T,ALTAIRAT1TH,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-05-30 12:00:00
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2019-05-17 16:15:00,2019-05-17 16:15:00,2019-05-27 16:00:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2019-05-17 16:15:00,2019-05-17 16:15:00,2019-05-27 16:00:00
375368,AT3H,AT3H,MARIONAT3H,MARIONAT3HH,2019-03-20 00:00:00,2019-03-20 00:00:00,2019-05-23 12:01:00
375369,AT3L,AT3L,MARIONAT3L,MARIONAT3HLH,2019-03-20 00:00:00,2019-03-20 00:00:00,2019-05-23 12:01:00
378796,1349T5381,1349T5381,349T5381,349T5381,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-05-23 13:36:00
398219,T1,T1,LOCKETTT1,LOCKETTT1,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-05-21 20:53:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2019-05-01 06:58:00,2019-05-01 06:58:00,2019-05-17 16:14:00
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2019-05-01 06:58:00,2019-05-01 06:58:00,2019-05-17 16:14:00
383450,T2,T2,GOPHERT2,GOPHERT2,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-05-17 13:55:00
383449,T1,T1,GOPHERT1,GOPHERT1,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-05-17 13:42:00
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2019-05-06 17:00:00,2019-05-06 17:00:00,2019-05-15 12:00:00
397830,T1S,T1S,LOTEBUSHT1S,LOTEBUSHT1SHS,2019-04-03 00:00:00,2019-04-03 00:00:00,2019-04-10 15:27:00
397829,T1,T1,LOTEBUSHT1,LOTEBUSHT1HS,2019-04-03 00:00:00,2019-04-03 00:00:00,2019-04-10 15:27:00
382575,RANCHERO_RANCHERO_T1,RANCHERORANCHEROT1,RANCHEROT1,RANCHEROT1,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-29 16:00:00
382576,RANCHERO_RANCHERO_T2,RANCHERORANCHEROT2,RANCHEROT2,RANCHEROT2,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-29 16:00:00
382828,T1,T1,SHILLST1,SHILLST1,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-04-12 19:00:00
383192,1475T4751,1475T4751,475T4751,475T4751,2019-04-03 00:00:00,2019-04-03 00:00:00,2019-04-03 00:35:00
383793,1332T6201,1332T6201,332T6201,332T6201,2019-05-01 00:00:00,2019-05-01 00:00:00,2019-05-03 14:17:00
371982,SHAFFER_SHAFFER_T1,SHAFFERSHAFFERT1,SHAFFERT1,SHAFFERT1,2019-01-20 12:01:00,2019-01-20 12:01:00,2019-03-27 18:06:00
382828,T1,T1,SHILLST1,SHILLST1,2019-03-29 16:01:00,,
395744,T1,T1,FOARDCTYT1,FOARDCTYT1,2019-04-03 00:00:00,,
395745,T2,T2,FOARDCTYT2,FOARDCTYT2,2019-04-03 00:00:00,,
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2018-10-04 00:00:00,2018-10-04 00:00:00,2019-05-01 00:00:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2018-10-04 00:00:00,2018-10-04 00:00:00,2019-05-01 00:00:00
380955,T2,T2,OVEJAT2,OVEJAT2,2019-02-06 00:00:00,2019-02-06 00:00:00,
380954,T1,T1,OVEJAT1,OVEJAT1,2019-02-06 00:00:00,2019-02-06 00:00:00,
346165,BERGHEAT1,BERGHEAT1,BERGHEAT1H,BERGHEAT1HH,2018-06-01 00:00:00,2018-06-01 00:00:00,2018-06-29 10:13:00
345422,389T3891,389T3891,398T3891,398T3891,2018-06-01 00:00:00,2018-06-01 00:00:00,2018-06-05 12:29:00
346164,BERGHEAT1,BERGHEAT1,BERGHEAT1L,BERGHEAT1LH,2018-06-01 00:00:00,2018-06-01 00:00:00,2018-06-29 10:15:00
12853,T1,T1,GUNMTNT1,GUNMTNGMTNH,2016-02-17 00:00:00,2016-02-17 00:00:00,2016-04-17 16:00:00
94590,907T214631,907T214631,TUNACRSIRIUS1,TUNACRSIRIUS1,2016-05-11 16:01:00,2016-05-11 16:01:00,2016-05-20 13:31:00
81455,COT2,COT2,GRANDVW1COT2,GRANDVW1COLT2H,2016-02-03 00:00:00,2016-02-03 00:00:00,2016-02-19 15:00:00
81372,COT1,COT1,GRANDVW1COT1,GRANDVW1COLT1H,2016-02-03 00:00:00,2016-02-03 00:00:00,2016-02-19 15:00:00
329182,MR2H,MR2H,TCOSWAX1H,TCOSWAXFMR1HH,2017-05-31 16:40:00,2017-05-31 16:40:00,2017-06-20 18:00:00
329307,MR2L,MR2L,TCOSWAX1L,TCOSWAXFMR1LH,2017-05-31 16:40:00,2017-05-31 16:40:00,2017-06-20 18:00:00
81773,AT1,AT1,NIXONAT1,NIXONATH,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-12-07 23:00:00
1529,GS2X,GS2X,REDGATEGS2X,DISCVRIRAAN11,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-08-05 13:30:00
1743,GS2Y,GS2Y,REDGATEGS2Y,ARPTMARYAT1,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-08-05 13:30:00
1117,GS2H,GS2H,REDGATEGS2H,REDGATEGS2H,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-08-05 13:30:00
2061,GS1X,GS1X,REDGATEGS1X,720H,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-08-05 13:30:00
1940,GS1Y,GS1Y,REDGATEGS1Y,MARATHMARYAT11,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-08-05 13:30:00
1974,GS1H,GS1H,REDGATEGS1H,REDGATEGS1H,2015-12-09 00:00:00,2015-12-09 00:00:00,2016-08-05 13:30:00
364643,202T2641,202T2641,202T7541,202T7541,2018-10-10 00:00:00,2018-10-10 00:00:00,2018-11-02 12:26:00
81455,COT2,COT2,GRANDVW1COT2,GRANDVW1COLT2H,2016-02-19 15:01:00,2016-02-19 15:01:00,2016-03-10 14:30:00
81372,COT1,COT1,GRANDVW1COT1,GRANDVW1COLT1H,2016-02-19 15:01:00,2016-02-19 15:01:00,2016-03-10 14:30:00
320953,PS1,PS1,NSHARPEPS3,NSHARPE138PS3B,2016-12-01 00:00:00,2016-12-01 00:00:00,2017-09-28 11:30:00
225795,7TR1,7TR1,EINSTEIN7TR1,EINSTEINENS7TR1H,2016-07-28 00:00:00,2016-07-28 00:00:00,2016-09-30 09:03:00
223507,7TR1,7TR1,PALMITO7TR1,PALMITOPLM7TR1H,2016-02-03 00:00:00,2016-02-03 00:00:00,2016-04-30 18:10:00
