teid,branch_id,base_model_status,implied_default_status,pct_closed,base_from_name,base_to_name,base_circuit,base_device_type,from_bus,to_bus,ckt,DeviceType,match_type
716936,60094849.0,Closed,Open,0.158,BRADYRE2,MAJOR2A,1,Line,BRADYRE2,MAJOR2A,1,Line,direct_label
719631,60004089.0,Closed,Open,0.474,FASHING4A,COYCTP4A,1,Line,FASHING4A,COYCTP4A,1,Line,direct_label
720325,60093268.0,Closed,Open,0.455,LONGCREK_5,MLBRRYCK_5,1,Line,MLBRRYCK_5,LONGCREK_5,1,Line,direct_label
725,60000992.0,Closed,Open,0.4,TEMP_SS__9,TEMPLE1_9,1,Line,TEMP_SS__9,TEMPLE1_9,1,Line,direct_label
730907,60012750.0,Closed,Open,0.214,FDLITY_X21T8,GALENA21T1_8,1,Line,FDLITY_X21T8,GALENA21T1_8,1,Line,direct_label
730908,60012752.0,Closed,Open,0.214,GALENA21T1_8,WITTER21TP_8,1,Line,GALENA21T1_8,WITTER21TP_8,1,Line,direct_label
730922,60095298.0,Closed,Open,0.389,TANKER_X94B8,SPEAR__X94T8,1,Line,TANKER_X94B8,SPEAR__X94T8,1,Line,direct_label
730937,60012935.0,Closed,Open,0.214,GALENA21T1_8,GALENA21TP_8,21,Line,GALENA21T1_8,GALENA21TP_8,21,Line,direct_label
733914,60098209.0,Closed,Open,0.214,OAKLAND,SHILOH,1,Line,OAKLAND,SHILOH,1,Line,direct_label
733915,60098210.0,Closed,Open,0.214,OAKLAND,MCCREE8,1,Line,OAKLAND,MCCREE8,1,Line,direct_label
734629,60095718.0,Closed,Open,0.353,LKVEW_RC,6939,1,Line,LKVEW_RC,6939,1,Line,direct_label
734630,60104071.0,Open,Closed,0.833,6939,LAKVWNODE_8,1,Line,LAKVWNODE_8,6939,1,Line,direct_label
735530,60095725.0,Closed,Open,0.471,BELKNAP2A,STASNEY2A,1,Line,BELKNAP2A,STASNEY2A,1,Line,direct_label
736181,60112085.0,Closed,Open,0.385,AZSP_SLR_8,AZSP_SLR_S1,T1,Transformer,AZSP_SLR_8,AZSP_SLR_S1,T1,Transformer,direct_label
738211,60096234.0,Closed,Open,0.312,SOLSTICE4C,HOEFSROA4A,1,Line,SOLSTICE4C,HOEFSROA4A,1,Line,direct_label
739596,60095283.0,Closed,Open,0.278,PALAFTP4A,NLARSW4A,1,Line,NLARSW4A,PALAFTP4A,1,Line,direct_label
739597,60095275.0,Closed,Open,0.278,PALAFTP4A,HOLCOMB4A,1,Line,HOLCOMB4A,PALAFTP4A,1,Line,direct_label
740640,60097007.0,Closed,Open,0.267,SNODGRS_9,JUNCTEMP2A,1,Line,SNODGRS_9,JUNCTEMP2A,1,Line,direct_label
740952,60097021.0,Closed,Open,0.267,ODYSSEUS7A,BLF_CRK7A,1,Line,BLF_CRK7A,ODYSSEUS7A,1,Line,direct_label
740953,60096991.0,Closed,Open,0.267,REDCREEK7A,ODYSSEUS7A,1,Line,REDCREEK7A,ODYSSEUS7A,1,Line,direct_label
741350,60097049.0,Open,Closed,0.75,FRYERSCRK,TEMPLE1_8,3,Line,TEMPLE1_8,FRYERSCRK,3,Line,direct_label
746819,60096343.0,Closed,Open,0.471,BELL_E_5,BADGER_5,1,Line,BADGER_5,BELL_E_5,1,Line,direct_label
747485,60096908.0,Closed,Open,0.25,WINDMILL,MULEDEER_5,1,Line,MULEDEER_5,WINDMILL,1,Line,direct_label
750550,60097036.0,Closed,Open,0.0,LONESOME1_T8,UPLAND1_8,1,Line,CENTRALIA_8,UPLAND1_8,1,Line,direct_label
754700,60098637.0,Closed,Open,0.25,ENLKTP_9,VITRUVI2A,1,Line,ENLKTP_9,VITRUVI2A,1,Line,direct_label
754785,60097413.0,Open,Closed,1.0,PRIMAVERA4A,LITHIUMJ4A,4,Line,LITHIUMJ4A,PRIMAVERA4A,4,Line,direct_label
756094,60099698.0,Open,Closed,0.5,TNBRDGTRC_0,TNBLUERDGE0,1,Line,TNBLUERDGE0,TNBRDGTRC_0,1,Line,direct_label
756095,60099699.0,Open,Closed,0.5,TNBRDGTRC_0,TNCLIMAX__0,1,Line,TNBRDGTRC_0,TNCLIMAX__0,1,Line,direct_label
756260,60101287.0,Open,Closed,1.0,TNWHITEBKR0,TNHRLLRNCH0,1,Line,TNWHITEBKR0,TNHRLLRNCH0,1,Line,direct_label
756261,60101288.0,Open,Closed,1.0,TNHRLLRNCH0,TNNRTHNNAT0,1,Line,TNHRLLRNCH0,TNNRTHNNAT0,1,Line,direct_label
761156,60111897.0,Closed,Open,0.364,FEGC_8B,FEGC_N2,T1,Transformer,FEGC_N2,FEGC_8B,T1,Transformer,direct_label
761157,60111896.0,Closed,Open,0.364,FEGC_8B,FEGC_N3,T2,Transformer,FEGC_N3,FEGC_8B,T2,Transformer,direct_label
761158,60111898.0,Closed,Open,0.364,FEGC_8B,FEGC_N4,T3,Transformer,FEGC_N4,FEGC_8B,T3,Transformer,direct_label
761162,60098269.0,Closed,Open,0.286,FEGC_8A,FEGC_8B,1,Line,FEGC_8A,FEGC_8B,1,Line,direct_label
762061,60098916.0,Closed,Open,0.3,EOLA2A,REDBO2A,1,Line,EOLA2A,REDBO2A,1,Line,direct_label
762062,60098915.0,Closed,Open,0.3,PTRK2A,REDBO2A,1,Line,PTRK2A,REDBO2A,1,Line,direct_label
762088,60098917.0,Closed,Open,0.3,REDBO2A,VITRUVI2A,1,Line,REDBO2A,VITRUVI2A,1,Line,direct_label
768489,60104539.0,Closed,Open,0.333,BUFFDRAW_8,L_TWINBU8_1Y,1,Line,BUFFDRAW_8,L_TWINBU8_1Y,1,Line,direct_label
768550,60098662.0,Open,Closed,1.0,DOLRHIDE2_8,NOTSW_1_8,1,Line,DOLRHIDE2_8,NOTSW_1_8,1,Line,direct_label
768560,60098663.0,Open,Closed,1.0,DOLRHIDE2_8,ANDRCOSO_8,1,Line,ANDRCOSO_8,DOLRHIDE2_8,1,Line,direct_label
774296,60111156.0,Closed,Open,0.0,PRNGMOSS_5,PRNGMOSS1_T,1,Transformer,PRNGMOSS_5,PRNGMOSS1_T,1,Transformer,direct_label
774297,60111165.0,Closed,Open,0.0,PRNGMOSS_8,PRNGMOSS1_T,1,Transformer,PRNGMOSS_8,PRNGMOSS1_T,1,Transformer,direct_label
774317,60111157.0,Closed,Open,0.0,PRNGMOSS_5,PRNGMOSS2_T,2,Transformer,PRNGMOSS_5,PRNGMOSS2_T,2,Transformer,direct_label
774318,60111316.0,Closed,Open,0.0,PRNGMOSS1_8,PRNGMOSS2_T,2,Transformer,PRNGMOSS1_8,PRNGMOSS2_T,2,Transformer,direct_label
827614,60103480.0,Open,Closed,0.5,WALLEYE_8,WAL_SR4_8,2,Line,WALLEYE_8,WAL_SR4_8,2,Line,direct_label
827615,60103479.0,Closed,Open,0.429,WALLEYE_8,WAL_SR3_8,1,Line,WALLEYE_8,WAL_SR3_8,1,Line,direct_label
82779,60009166.0,Closed,Open,0.15,LAREDO4A,LARDSTAT4A,1,Line,LAREDO4A,LARDSTAT4A,1,Line,direct_label
828155,60098480.0,Open,Closed,1.0,W_A_P__POI5A,HEN_5,02,Line,W_A_P__POI5A,HEN_5,02,Line,direct_label
828954,60103497.0,Open,Closed,1.0,OCELOT4A,OLMITO4A,1,Line,OCELOT4A,OLMITO4A,1,Line,direct_label
829199,60099717.0,Open,Closed,1.0,IRONHRS_T8_1,CADE_BRN1_8,9,Line,IRONHRS_T8_1,CADE_BRN1_8,9,Line,direct_label
829231,60100790.0,Closed,Open,0.333,CADE_BRN1_8,IRONHRS_T8_1,3,Line,CADE_BRN1_8,IRONHRS_T8_1,3,Line,direct_label
829472,60099755.0,Open,Closed,1.0,CRLTN_NW_W8,CYPRESS_8,3,Line,CRLTN_NW_W8,CYPRESS_8,3,Line,direct_label
829485,60099756.0,Open,Closed,1.0,CRLTN_NW_W8,CYPRESS_8,2,Line,CYPRESS_8,CRLTN_NW_W8,2,Line,direct_label
829498,60100800.0,Open,Closed,1.0,CYPRESS_8,COPELL_S_8,1,Line,CYPRESS_8,COPELL_S_8,1,Line,direct_label
829521,60099763.0,Open,Closed,1.0,CRLTN_NW_W8,CYPRESS_8,4,Line,CRLTN_NW_W8,CYPRESS_8,4,Line,direct_label
829534,60099718.0,Open,Closed,1.0,CYPRESS_8,IRV_VR2_8,1,Line,IRV_VR2_8,CYPRESS_8,1,Line,direct_label
829544,60099723.0,Open,Closed,1.0,ELMFK1T_8,CYPRESS_8,1,Line,ELMFK1T_8,CYPRESS_8,1,Line,direct_label
829554,60099734.0,Open,Closed,1.0,CYPRESS_8,IRVLBJ_W8,1,Line,CYPRESS_8,IRVLBJ_W8,1,Line,direct_label
829564,60099735.0,Open,Closed,1.0,CYPRESS_8,IRV_VR1_8,1,Line,IRV_VR1_8,CYPRESS_8,1,Line,direct_label
829574,60099736.0,Open,Closed,1.0,CYPRESS_8,NLKPMP1T_8,1,Line,CYPRESS_8,NLKPMP1T_8,1,Line,direct_label
829785,60100829.0,Open,Closed,0.5,ROCKYSPGS_8,HERTYTAP_8,1,Line,ROCKYSPGS_8,HERTYTAP_8,1,Line,direct_label
829786,60100830.0,Open,Closed,0.5,ROCKYSPGS_8,LUFKINE_8,1,Line,ROCKYSPGS_8,LUFKINE_8,1,Line,direct_label
829970,60103512.0,Closed,Open,0.429,JONTE___B138,KING__86TP_8,86,Line,JONTE___B138,KING__94TPC8,86,Line,direct_label
829971,60103509.0,Closed,Open,0.429,NEWPRT_S86_8,KING__86TP_8,86,Line,NEWPRT_S86_8,KING__94TPC8,86,Line,direct_label
830202,60099760.0,Open,Closed,0.625,CATLCRK_P8,WILSHIRE_8,2,Line,WILSHIRE_8,CATLCRK_P8,2,Line,direct_label
830203,60099759.0,Open,Closed,0.625,CATLCRK_P8,BURLSNSW_8,1,Line,CATLCRK_P8,BURLSNSW_8,1,Line,direct_label
830988,60008395.0,Open,Closed,1.0,RHINESLAKE_8,CANTNSW_8,4,Line,ELKTON_8,TYLERSWE_8,1,Line,direct_label
830998,60101564.0,Open,Closed,1.0,RHINESLAKE_8,TYLERSW_8,5,Line,RHINESLAKE_8,TYLERSW_8,5,Line,direct_label
832847,60103519.0,Closed,Open,0.375,PAD1_ESS_TL,PAD2_ESS_8,1,Line,PAD1_ESS_TL,PAD2_ESS_8,1,Line,direct_label
834210,60110777.0,Open,Closed,1.0,FERRISSW_9,FERIS_1,1,Transformer,FERRISSW_9,FERIS_1,1,Transformer,direct_label
837039,60102949.0,Open,Closed,0.857,LAWNDALE_8,MABANK_8,5,Line,MABANK_8,LAWNDALE_8,5,Line,direct_label
837049,60102950.0,Open,Closed,0.857,LAWNDALE_8,PAULINE_8,6,Line,PAULINE_8,LAWNDALE_8,6,Line,direct_label
837849,60102342.0,Open,Closed,0.667,POMPANO4A,STILLMAN,1,Line,STILLMAN,POMPANO4A,1,Line,direct_label
837850,60102341.0,Open,Closed,0.75,POMPANO4A,SCARBIDE4A,1,Line,POMPANO4A,SCARBIDE4A,1,Line,direct_label
844380,60101303.0,Open,Closed,1.0,PAYNE1_8,HERMAN_8,3,Line,PAYNE1_8,HERMAN_8,3,Line,direct_label
845,60002338.0,Open,Closed,1.0,SHPFIELD2_9,SHPFIELD1_9,1,Line,SHPFIELD1_9,SHPFIELD2_9,1,Line,direct_label
845963,60101526.0,Closed,Open,0.333,CLOUD1_P8,CLOUD2_P8,1,Line,CLOUD1_P8,CLOUD2_P8,1,Line,direct_label
846120,60104538.0,Closed,Open,0.4,DRYFRIO,MIEL4A,1,Line,DRYFRIO,MIEL4A,1,Line,direct_label
846121,60104537.0,Closed,Open,0.4,UVALDE4A,MIEL4A,1,Line,UVALDE4A,MIEL4A,1,Line,direct_label
846940,60104545.0,Closed,Open,0.333,TNLAGOMAR_1,TNFRWYPARK1,1,Line,TNLAGOMAR_1,TNFRWYPARK1,1,Line,direct_label
846941,60104546.0,Closed,Open,0.333,TNLAGOMAR_1,TNDICKNSON1,1,Line,TNLAGOMAR_1,TNDICKNSON1,1,Line,direct_label
847626,60104550.0,Open,Closed,0.5,OPEN_SKY,CLAYTON_345,1,Line,CLAYTON_345,OPEN_SKY,1,Line,direct_label
847627,60104551.0,Open,Closed,0.5,OPEN_SKY,PHNTMHL,1,Line,PHNTMHL,OPEN_SKY,1,Line,direct_label
848554,60101537.0,Open,Closed,0.833,MARAK1_9,HOBSONLAKE_9,1,Line,MARAK1_9,HOBSONLAKE_9,1,Line,direct_label
849672,60104374.0,Open,Closed,1.0,WYLIESW,BENDAVIS_8,1,Line,BENDAVIS_8,WYLIESW,1,Line,direct_label
850529,60103448.0,Closed,Open,0.25,BADERSUB8,CSTROVILESB8,1,Line,CSTROVILESB8,BADERSUB8,1,Line,direct_label
850530,60103438.0,Closed,Open,0.25,BADERSUB8,PEARSONSW8,1,Line,PEARSONSW8,BADERSUB8,1,Line,direct_label
850655,60103108.0,Open,Closed,0.75,DOFFITP4A,STEWART4A,1,Line,STEWART4A,DOFFITP4A,1,Line,direct_label
850664,60103107.0,Open,Closed,0.75,DOFFITP4A,HILINESUB8,1,Line,HILINESUB8,DOFFITP4A,1,Line,direct_label
850702,60103880.0,Closed,Open,0.25,SNMIGUELTAP9,JARITACRKSB9,1,Line,JARITACRKSB9,SNMIGUELTAP9,1,Line,direct_label
850703,60103696.0,Closed,Open,0.25,JARITACRKSB9,NCALLIHAMSB9,1,Line,NCALLIHAMSB9,JARITACRKSB9,1,Line,direct_label
854128,60105369.0,Closed,Open,0.0,LONGDRW_138,LONGDRAW_138,1,Line,LONGDRW_138,LONGDRAW_138,1,Line,direct_label
854159,60105063.0,Open,Closed,1.0,RGLNG4A,POMPANO4A,1,Line,POMPANO4A,RGLNG4A,1,Line,direct_label
854160,60105064.0,Open,Closed,1.0,RGLNG4A,POMPANO4A,2,Line,RGLNG4A,POMPANO4A,2,Line,direct_label
854200,60001349.0,Open,Closed,1.0,WATMLL_W5,STAINBACK_5,10,Line,WATMLL_W5,STAINBACK_5,10,Line,direct_label
854213,60001350.0,Open,Closed,1.0,WATMLL_W5,STAINBACK_5,20,Line,WATMLL_W5,STAINBACK_5,20,Line,direct_label
854500,60103742.0,Open,Closed,1.0,LYNX_ESS_8,PRIMAVERA4A,1,Line,PRIMAVERA4A,LYNX_ESS_8,1,Line,direct_label
854597,60104576.0,Open,Closed,1.0,GIBSON_5,GRISTMILL_5,3,Line,GRISTMILL_5,GIBSON_5,3,Line,direct_label
854930,60103743.0,Open,Closed,1.0,LYNX_ESS_8,LYNX_ESS_B1,T1,Transformer,LYNX_ESS_B1,LYNX_ESS_8,T1,Transformer,direct_label
855535,60103577.0,Open,Closed,0.75,JUMANO1_8,RINGO,1,Line,RINGO,JUMANO1_8,1,Line,direct_label
855545,60103576.0,Open,Closed,0.75,SLGRLAKE_8,JUMANO1_8,5,Line,SLGRLAKE_8,JUMANO1_8,5,Line,direct_label
856311,60103973.0,Open,Closed,0.75,WATMLL_W5,WILMER_5,2,Line,WATMLL_W5,WILMER_5,2,Line,direct_label
856324,60103974.0,Open,Closed,0.75,WATMLL_W5,WILMER_5,4,Line,WATMLL_W5,WILMER_5,4,Line,direct_label
857439,60103461.0,Open,Closed,1.0,IBIS2A,SALTPRON2A,1,Line,IBIS2A,SALTPRON2A,1,Line,direct_label
858270,60103623.0,Open,Closed,0.5,BOOSTR36TP_8,JONCRK__B138,36,Line,JONCRK__B138,BOOSTR36TP_8,36,Line,direct_label
859628,60104282.0,Closed,Open,0.0,ORCHRD_S60A8,ORCHRD_S60B8,60,Line,ORCHRD_S60B8,ORCHRD_S60A8,60,Line,direct_label
860787,60104572.0,Open,Closed,1.0,CRAZYWATER_8,MINWLLSE1_8,3,Line,CRAZYWATER_8,MINWLLSE1_8,3,Line,direct_label
861118,60104593.0,Open,Closed,0.5,POLSER2_8,CRLTNFRK1_8,8,Line,POLSER2_8,CRLTNFRK1_8,8,Line,direct_label
861127,60104594.0,Open,Closed,0.5,POLSER2_8,AUSRNCH2_8,9,Line,POLSER2_8,AUSRNCH2_8,9,Line,direct_label
861653,60001825.0,Open,Closed,0.882,NAUTILUS_5,COMCHPKW_5,1,Line,NAUTILUS_5,COMCHPKW_5,1,Line,direct_label
861697,60104577.0,Closed,Open,0.0,NOTUS_5,NAVARRO,2,Line,NOTUS_5,NAVARRO,2,Line,direct_label
861743,60104575.0,Open,Closed,1.0,TNTNP_ONE_3,GRISTMILL_5,2,Line,GRISTMILL_5,TNTNP_ONE_3,2,Line,direct_label
861960,60104573.0,Open,Closed,1.0,NAVARRO,PATHFINDER_5,1,Line,NAVARRO,PATHFINDER_5,1,Line,direct_label
862486,60113052.0,Closed,Open,0.0,DRAK_ESS_8,DRAK_ESS_B1,T1,Transformer,DRAK_ESS_B1,DRAK_ESS_8,T1,Transformer,direct_label
862487,60113053.0,Closed,Open,0.0,DRAK_ESS_8,DRAK_ESS_B2,T2,Transformer,DRAK_ESS_B2,DRAK_ESS_8,T2,Transformer,direct_label
862663,60104574.0,Open,Closed,1.0,PATHFINDER_5,LIMEST_POI_5,1,Line,PATHFINDER_5,LIMEST_POI_5,1,Line,direct_label
863011,60104578.0,Open,Closed,1.0,STAINBACK_5,BIGONION_5,2,Line,BIGONION_5,STAINBACK_5,2,Line,direct_label
863024,60104579.0,Open,Closed,1.0,STAINBACK_5,ELROD_5,2,Line,ELROD_5,STAINBACK_5,2,Line,direct_label
863178,60104899.0,Open,Closed,1.0,CORE_SOUTH,JCHRSTL,1,Line,JCHRSTL,CORE_SOUTH,1,Line,direct_label
863179,60104898.0,Open,Closed,1.0,CORE_NORTH,JCHRSTL,1,Line,CORE_NORTH,JCHRSTL,1,Line,direct_label
863305,60105332.0,Closed,Open,0.0,NOTUS_5,OLDCNTRY_5,1,Line,OLDCNTRY_5,NOTUS_5,1,Line,direct_label
863575,60105062.0,Open,Closed,1.0,POMPATAP4B,POMPANO4A,BT,Line,POMPATAP4B,POMPANO4A,BT,Line,direct_label
863588,60104227.0,Open,Closed,0.75,FINCAS4A,GTWYETP4A,1,Line,FINCAS4A,GTWYETP4A,1,Line,direct_label
863589,60104228.0,Open,Closed,0.75,FINCAS4A,ST_NINO4A,1,Line,ST_NINO4A,FINCAS4A,1,Line,direct_label
863672,60104583.0,Open,Closed,0.6,TYRPRK_8,PARKROW1_8,5,Line,TYRPRK_8,PARKROW1_8,5,Line,direct_label
863673,60104584.0,Open,Closed,0.6,TYRPRK_8,POLY_AM1_8,6,Line,POLY_AM1_8,TYRPRK_8,6,Line,direct_label
864356,60113299.0,Closed,Open,0.0,BANGL4A,LEMAY4A,1,Line,LEMAY4A,BANGL4A,1,Line,direct_label
864696,60105301.0,Open,Closed,0.5,TRINPLAINS_8,TELICO,1,Line,TELICO,TRINPLAINS_8,1,Line,direct_label
864697,60104595.0,Open,Closed,0.5,OLYMPSW_8,TRINPLAINS_8,1,Line,OLYMPSW_8,TRINPLAINS_8,1,Line,direct_label
864698,60105298.0,Open,Closed,0.5,CHATFIELD,TRINPLAINS_8,1,Line,CHATFIELD,TRINPLAINS_8,1,Line,direct_label
864775,60104580.0,Open,Closed,1.0,CRGRNCH1_8,CHELSEA_8,12,Line,CRGRNCH1_8,CHELSEA_8,12,Line,direct_label
864776,60104581.0,Open,Closed,1.0,CHELSEA_8,RIDGEVW2_8,1,Line,CHELSEA_8,RIDGEVW2_8,1,Line,direct_label
864835,60104570.0,Open,Closed,1.0,RUGGDOAK_8,BRINKER_A8,14,Line,RUGGDOAK_8,BRINKER_A8,14,Line,direct_label
